local time,activity,source activity,duration(s),distance(m),calories(kcal),steps,avg speed(m/s),max speed(m/s),avg heartrate,max heartrate,avg cadence,max cadence,avg power,max power,elevationgain(m)
2024-08-11 20:23:15,Walking,walking,2824.59,4211.06,257,0,1.49,0,0,0,0,0,0,0,0
2024-08-10 15:53:18,Walking,walking,8153.38,13847.04,814,0,1.7,0,0,0,0,0,0,0,0
2024-08-09 19:40:33,Walking,walking,4178.02,7040.05,409,0,1.68,0,0,0,0,0,0,0,0
2024-08-08 20:51:34,Walking,walking,1858.75,3025.33,226,0,1.63,0,0,0,0,0,0,0,0
2024-08-08 17:01:04,Walking,walking,3997.18,6347.04,390,0,1.59,0,0,0,0,0,0,0,0
2024-08-07 20:45:48,Walking,walking,2934.61,4664.27,284,0,1.59,0,0,0,0,0,0,0,0
2024-08-06 17:13:28,Walking,walking,2203.09,3498.53,193,0,1.59,0,0,0,0,0,0,0,0
2024-08-05 20:13:50,Walking,walking,1201.57,1407.96,100,0,1.17,0,0,0,0,0,0,0,0
2024-08-05 18:14:56,Walking,walking,2695.07,4351.44,241,0,1.62,0,0,0,0,0,0,0,0
2024-08-04 17:03:00,Walking,walking,4073.77,6396.12,441,0,1.57,0,0,0,0,0,0,0,0
2024-08-03 11:17:40,Walking,walking,6106.68,10384.63,668,0,1.7,0,0,0,0,0,0,0,0
2024-08-02 16:56:42,Walking,walking,2767.73,4393.45,283,0,1.59,0,0,0,0,0,0,0,0
2024-08-01 16:19:10,Walking,walking,3179.91,5508.35,434,0,1.73,0,0,0,0,0,0,0,0
2024-08-01 06:08:39,Walking,walking,2507.06,4321.58,256,0,1.72,0,0,0,0,0,0,0,0
2024-07-31 05:27:30,Walking,walking,6469.52,11084.09,864,0,1.71,0,0,0,0,0,0,0,0
2024-07-30 17:18:00,Walking,walking,3149.15,5131.96,357,0,1.63,0,0,0,0,0,0,0,0
2024-07-29 16:57:57,Walking,walking,4208.41,6735.43,482,0,1.6,0,0,0,0,0,0,0,0
2024-07-28 11:18:14,Running,running,4378.52,10531.42,871,0,2.4,0,0,0,0,0,0,0,0
2024-07-27 08:09:48,Hiking,hiking,9300.23,9029.43,1086,0,0.97,0,0,0,0,0,0,0,0
2024-07-26 16:57:23,Walking,walking,4865.39,8034.4,457,0,1.65,0,0,0,0,0,0,0,0
2024-07-25 18:38:58,Walking,walking,5740.35,9742.48,764,0,1.7,0,0,0,0,0,0,0,0
2024-07-24 17:07:13,Walking,walking,5793.94,9582.23,688,0,1.65,0,0,0,0,0,0,0,0
2024-07-23 05:28:45,Walking,walking,7235.76,12671.14,822,0,1.75,0,0,0,0,0,0,0,0
2024-07-22 05:38:52,Running,running,3686.61,10245.63,850,0,2.78,0,0,0,0,0,0,0,0
2024-07-21 13:18:14,Walking,walking,9666.88,16525.99,995,0,1.71,0,0,0,0,0,0,0,0
2024-07-20 18:59:35,Walking,walking,9549.6,15798.12,909,0,1.65,0,0,0,0,0,0,0,0
2024-07-19 16:56:55,Walking,walking,5833.96,9379.21,569,0,1.61,0,0,0,0,0,0,0,0
2024-07-18 19:23:04,Walking,walking,5578.7,9265.09,539,0,1.66,0,0,0,0,0,0,0,0
2024-07-17 18:26:16,Walking,walking,2397.43,3789.79,233,0,1.58,0,0,0,0,0,0,0,0
2024-07-17 16:58:52,Walking,walking,4294.73,6799.34,353,0,1.58,0,0,0,0,0,0,0,0
2024-07-16 18:54:46,Walking,walking,7942.25,13313.74,864,0,1.68,0,0,0,0,0,0,0,0
2024-07-15 19:38:32,Walking,walking,1272.6,2053.2,154,0,1.61,0,0,0,0,0,0,0,0
2024-07-15 18:38:55,Walking,walking,2579.41,4257.52,303,0,1.65,0,0,0,0,0,0,0,0
2024-07-15 17:02:11,Walking,walking,4001.52,6335.35,437,0,1.58,0,0,0,0,0,0,0,0
2024-07-15 13:03:38,Walking,walking,1566.7,0,29,0,0,0,0,0,0,0,0,0,0
2024-07-14 12:54:41,Walking,walking,3929.65,6594.15,461,0,1.68,0,0,0,0,0,0,0,0
2024-07-14 11:28:50,Walking,walking,4978.85,8489.98,540,0,1.71,0,0,0,0,0,0,0,0
2024-07-13 11:32:10,Walking,walking,2279.83,3829,303,0,1.68,0,0,0,0,0,0,0,0
2024-07-13 10:37:55,Running,running,3213.62,7828.11,671,0,2.44,0,0,0,0,0,0,0,0
2024-07-12 19:30:58,Walking,walking,2895.33,4768.79,303,0,1.65,0,0,0,0,0,0,0,0
2024-07-12 16:55:05,Walking,walking,4633.02,7391.83,401,0,1.6,0,0,0,0,0,0,0,0
2024-07-11 07:50:40,Walking,walking,758.56,1285.92,100,0,1.7,0,0,0,0,0,0,0,0
2024-07-11 07:03:59,Running,running,2797.97,7030.44,601,0,2.51,0,0,0,0,0,0,0,0
2024-07-10 05:58:09,Walking,walking,5468.25,9264.91,656,0,1.69,0,0,0,0,0,0,0,0
2024-07-09 06:36:52,Walking,walking,2981.57,5061.86,393,0,1.7,0,0,0,0,0,0,0,0
2024-07-09 05:54:14,Running,running,2537.47,6507.33,525,0,2.56,0,0,0,0,0,0,0,0
2024-07-08 05:37:33,Walking,walking,7495.3,13033.43,778,0,1.74,0,0,0,0,0,0,0,0
2024-07-06 15:43:34,Sailing,boating_v2,2236.37,0,235,0,0,0,0,0,0,0,0,0,0
2024-07-05 18:58:03,Hiking,hiking,1380.45,1493.61,155,0,1.08,0,0,0,0,0,0,0,0
2024-07-05 16:25:00,Hiking,hiking,8504.35,5381.31,638,0,0.63,0,0,0,0,0,0,0,0
2024-07-01 20:10:49,Walking,walking,6266.18,10461.27,611,0,1.67,0,0,0,0,0,0,0,0
2024-07-01 17:06:04,Walking,walking,931.83,1464.78,92,0,1.57,0,0,0,0,0,0,0,0
2024-06-30 08:44:26,Walking,walking,8738.6,14756.16,909,0,1.69,0,0,0,0,0,0,0,0
2024-06-29 18:33:41,Walking,walking,6991.63,12107.59,707,0,1.73,0,0,0,0,0,0,0,0
2024-06-28 16:57:05,Walking,walking,5520.66,8821.43,664,0,1.6,0,0,0,0,0,0,0,0
2024-06-27 19:06:47,Walking,walking,4387.46,7391.64,417,0,1.68,0,0,0,0,0,0,0,0
2024-06-27 08:09:45,Walking,walking,2881.44,4886.8,311,0,1.7,0,0,0,0,0,0,0,0
2024-06-26 19:04:15,Walking,walking,3340,5485.16,348,0,1.64,0,0,0,0,0,0,0,0
2024-06-26 17:08:32,Walking,walking,3819.7,6121.18,404,0,1.6,0,0,0,0,0,0,0,0
2024-06-25 18:07:02,Walking,walking,8860.95,14632.75,846,0,1.65,0,0,0,0,0,0,0,0
2024-06-24 20:43:53,Walking,walking,3802.59,6130.38,341,0,1.61,0,0,0,0,0,0,0,0
2024-06-24 17:03:49,Walking,walking,3664.06,5731.42,382,0,1.56,0,0,0,0,0,0,0,0
2024-06-23 20:36:09,Walking,walking,4330.69,5558.71,351,0,1.28,0,0,0,0,0,0,0,0
2024-06-23 16:57:37,Sailing,boating_v2,3607.77,0,326,0,0,0,0,0,0,0,0,0,0
2024-06-22 18:18:01,Walking,walking,8277.95,13864.45,777,0,1.67,0,0,0,0,0,0,0,0
2024-06-21 19:16:31,Walking,walking,4442.77,7459.58,504,0,1.68,0,0,0,0,0,0,0,0
2024-06-21 17:02:39,Walking,walking,3814.7,6082.22,369,0,1.59,0,0,0,0,0,0,0,0
2024-06-20 17:52:44,Walking,walking,6089.81,10545.06,823,0,1.73,0,0,0,0,0,0,0,0
2024-06-19 16:52:50,Walking,walking,7296.94,12304.03,787,0,1.69,0,0,0,0,0,0,0,0
2024-06-18 06:20:55,Walking,walking,4288.53,7397.22,555,0,1.73,0,0,0,0,0,0,0,0
2024-06-18 06:15:51,Running,running,302.63,962.13,71,0,3.18,0,0,0,0,0,0,0,0
2024-06-17 17:01:38,Walking,walking,6428.29,10135.82,550,0,1.58,0,0,0,0,0,0,0,0
2024-06-16 10:10:23,Walking,walking,6896.18,12211.57,904,0,1.77,0,0,0,0,0,0,0,0
2024-06-16 10:05:16,Running,running,303.95,894.77,68,0,2.94,0,0,0,0,0,0,0,0
2024-06-15 16:02:19,Walking,walking,8234.4,13612.4,827,0,1.65,0,0,0,0,0,0,0,0
2024-06-14 19:05:35,Walking,walking,5133.44,8906.95,580,0,1.74,0,0,0,0,0,0,0,0
2024-06-13 16:50:55,Walking,walking,5601.42,8898.57,500,0,1.59,0,0,0,0,0,0,0,0
2024-06-12 19:06:58,Walking,walking,4583.88,7834.84,492,0,1.71,0,0,0,0,0,0,0,0
2024-06-11 16:58:57,Walking,walking,6602.21,10556.55,569,0,1.6,0,0,0,0,0,0,0,0
2024-06-10 06:22:10,Walking,walking,4004.41,6908.27,509,0,1.73,0,0,0,0,0,0,0,0
2024-06-10 06:09:56,Running,running,725.62,2025.81,159,0,2.79,0,0,0,0,0,0,0,0
2024-06-09 09:28:58,Hiking,hiking,10861.56,11734.9,1035,0,1.08,0,0,0,0,0,0,0,0
2024-06-08 09:42:10,Hiking,hiking,11729.28,8240.8,855,0,0.7,0,0,0,0,0,0,0,0
2024-06-07 17:04:29,Walking,walking,3123.58,4929.83,317,0,1.58,0,0,0,0,0,0,0,0
2024-06-07 06:46:59,Walking,walking,2673.19,4495.77,260,0,1.68,0,0,0,0,0,0,0,0
2024-06-06 07:06:45,Walking,walking,1062.05,1777.79,137,0,1.67,0,0,0,0,0,0,0,0
2024-06-06 07:01:23,Running,running,310.3,886.02,74,0,2.86,0,0,0,0,0,0,0,0
2024-06-06 06:30:00,Running,running,1688.53,5075.2,450,0,3.01,0,0,0,0,0,0,0,0
2024-06-05 17:03:06,Walking,walking,3445.64,5600.95,376,0,1.63,0,0,0,0,0,0,0,0
2024-06-05 06:14:43,Walking,walking,4389.03,7232.39,532,0,1.65,0,0,0,0,0,0,0,0
2024-06-04 17:49:03,Walking,walking,4777.64,7871.81,518,0,1.65,0,0,0,0,0,0,0,0
2024-06-03 19:19:00,Walking,walking,1304.17,2135.41,153,0,1.64,0,0,0,0,0,0,0,0
2024-06-03 16:37:09,Walking,walking,4784.61,7735.77,417,0,1.62,0,0,0,0,0,0,0,0
2024-06-02 06:40:47,Walking,walking,5936.6,10385.52,794,0,1.75,0,0,0,0,0,0,0,0
2024-06-02 06:29:38,Running,running,650.21,1809.79,144,0,2.78,0,0,0,0,0,0,0,0
2024-06-01 09:26:20,Walking,walking,5201.62,8810.31,686,0,1.69,0,0,0,0,0,0,0,0
2024-06-01 08:51:13,Running,running,2087.64,5822.22,551,0,2.79,0,0,0,0,0,0,0,0
2024-05-31 17:03:04,Walking,walking,1757.2,2829.34,216,0,1.61,0,0,0,0,0,0,0,0
2024-05-31 06:11:33,Walking,walking,4878.39,8179.9,467,0,1.68,0,0,0,0,0,0,0,0
2024-05-30 17:20:15,Walking,walking,4967.41,8130.43,546,0,1.64,0,0,0,0,0,0,0,0
2024-05-29 17:03:58,Walking,walking,3347.32,5198.44,272,0,1.55,0,0,0,0,0,0,0,0
2024-05-29 06:33:52,Walking,walking,2980.37,4952.43,352,0,1.66,0,0,0,0,0,0,0,0
2024-05-28 17:55:55,Walking,walking,6123.5,10297.06,587,0,1.68,0,0,0,0,0,0,0,0
2024-05-27 17:00:04,Walking,walking,7604.77,12785.48,777,0,1.68,0,0,0,0,0,0,0,0
2024-05-26 19:17:51,Walking,walking,2692.9,4493.82,353,0,1.67,0,0,0,0,0,0,0,0
2024-05-26 19:10:56,Running,running,406.52,1148.22,102,0,2.83,0,0,0,0,0,0,0,0
2024-05-26 18:45:42,Running,running,1295.54,3669.83,327,0,2.83,0,0,0,0,0,0,0,0
2024-05-25 16:49:55,Walking,walking,8280.37,13691.15,777,0,1.65,0,0,0,0,0,0,0,0
2024-05-24 18:41:25,Walking,walking,4355.77,7168.22,405,0,1.65,0,0,0,0,0,0,0,0
2024-05-23 07:51:02,Walking,walking,1371.87,2207.15,129,0,1.61,0,0,0,0,0,0,0,0
2024-05-23 07:08:41,Running,running,2532.91,7534.92,572,0,2.97,0,0,0,0,0,0,0,0
2024-05-22 17:06:28,Walking,walking,3549.43,5464.38,369,0,1.54,0,0,0,0,0,0,0,0
2024-05-22 05:46:11,Walking,walking,4928.54,8486.98,491,0,1.72,0,0,0,0,0,0,0,0
2024-05-21 05:46:25,Running,running,7927.17,23316.66,1869,0,2.94,0,0,0,0,0,0,0,0
2024-05-20 17:54:47,Walking,walking,5028.98,8090.68,444,0,1.61,0,0,0,0,0,0,0,0
2024-05-20 16:46:48,Walking,walking,1340.86,2229.5,119,0,1.66,0,0,0,0,0,0,0,0
2024-05-19 14:45:27,Walking,walking,691.93,1068.23,142,0,1.54,0,0,0,0,0,0,0,0
2024-05-19 12:40:50,Running,running,7456.49,21703.24,1920,0,2.91,0,0,0,0,0,0,0,0
2024-05-18 14:38:40,Walking,walking,3622.29,6142.16,469,0,1.7,0,0,0,0,0,0,0,0
2024-05-18 14:17:53,Walking,walking,680.68,1121.76,64,0,1.65,0,0,0,0,0,0,0,0
2024-05-18 13:45:39,Walking,walking,1826.45,2981.41,169,0,1.63,0,0,0,0,0,0,0,0
2024-05-18 13:44:36,Walking,walking,62,95.95,5,0,1.55,0,0,0,0,0,0,0,0
2024-05-17 20:37:17,Walking,walking,990.94,1680.31,126,0,1.7,0,0,0,0,0,0,0,0
2024-05-17 20:04:15,Running,running,1961.5,4849.1,409,0,2.47,0,0,0,0,0,0,0,0
2024-05-16 15:27:45,Hiking,hiking,10294.17,10248.68,919,0,1,0,0,0,0,0,0,0,0
2024-05-15 19:07:39,Walking,walking,3714.92,5726.45,369,0,1.54,0,0,0,0,0,0,0,0
2024-05-14 19:43:34,Running,running,2182.68,5683.54,442,0,2.6,0,0,0,0,0,0,0,0
2024-05-13 07:39:26,Running,running,2253.08,5951.81,516,0,2.64,0,0,0,0,0,0,0,0
2024-05-12 19:57:41,Running,running,1516.37,4366.11,370,0,2.88,0,0,0,0,0,0,0,0
2024-05-11 05:09:07,Walking,walking,1111.2,1981.95,157,0,1.78,0,0,0,0,0,0,0,0
2024-05-11 04:29:35,Running,running,2370.35,6514.4,524,0,2.75,0,0,0,0,0,0,0,0
2024-05-10 17:03:00,Walking,walking,3750.1,6016.24,452,0,1.6,0,0,0,0,0,0,0,0
2024-05-10 06:56:08,Walking,walking,2730.07,4636.35,320,0,1.7,0,0,0,0,0,0,0,0
2024-05-09 06:48:58,Running,running,5180.12,14644.11,1248,0,2.83,0,0,0,0,0,0,0,0
2024-05-08 17:02:09,Walking,walking,3442.77,5342.52,344,0,1.55,0,0,0,0,0,0,0,0
2024-05-08 06:29:56,Walking,walking,3591.06,6028.92,350,0,1.68,0,0,0,0,0,0,0,0
2024-05-07 06:32:08,Walking,walking,3492.66,5940.1,340,0,1.7,0,0,0,0,0,0,0,0
2024-05-06 17:02:39,Walking,walking,3208.05,5246.79,390,0,1.64,0,0,0,0,0,0,0,0
2024-05-06 06:35:48,Walking,walking,3013.08,5021.61,294,0,1.67,0,0,0,0,0,0,0,0
2024-05-05 09:00:43,Running,running,6713.87,21010.74,1810,0,3.13,0,0,0,0,0,0,0,0
2024-05-04 07:42:11,Walking,walking,7496.99,12424.1,777,0,1.66,0,0,0,0,0,0,0,0
2024-05-03 17:20:08,Walking,walking,3560.87,5531.07,354,0,1.55,0,0,0,0,0,0,0,0
2024-05-03 06:52:23,Walking,walking,2465.45,4304.87,300,0,1.75,0,0,0,0,0,0,0,0
2024-05-02 06:40:46,Running,running,3374.31,10250.08,914,0,3.04,0,0,0,0,0,0,0,0
2024-05-01 17:02:35,Walking,walking,5385.48,8489.99,466,0,1.58,0,0,0,0,0,0,0,0
2024-04-30 19:20:21,Walking,walking,4135.14,7137.76,469,0,1.73,0,0,0,0,0,0,0,0
2024-04-29 17:02:01,Walking,walking,5474.11,8598.75,447,0,1.57,0,0,0,0,0,0,0,0
2024-04-28 09:09:08,Running,running,7376.27,21162.03,1947,0,2.87,0,0,0,0,0,0,0,0
2024-04-27 08:21:02,Hiking,hiking,9812.74,9491.89,785,0,0.97,0,0,0,0,0,0,0,0
2024-04-26 17:06:17,Walking,walking,3740.8,5889.19,420,0,1.57,0,0,0,0,0,0,0,0
2024-04-26 06:24:09,Walking,walking,4159.13,7273.67,424,0,1.75,0,0,0,0,0,0,0,0
2024-04-25 06:00:49,Walking,walking,5442.66,9227.06,658,0,1.7,0,0,0,0,0,0,0,0
2024-04-24 16:56:29,Walking,walking,3870.7,6105.01,323,0,1.58,0,0,0,0,0,0,0,0
2024-04-24 06:31:05,Walking,walking,3778.32,6508.73,395,0,1.72,0,0,0,0,0,0,0,0
2024-04-23 06:53:31,Running,running,2954.77,9169.33,763,0,3.1,0,0,0,0,0,0,0,0
2024-04-22 16:56:31,Walking,walking,4532.89,6890.85,493,0,1.52,0,0,0,0,0,0,0,0
2024-04-21 08:32:28,Walking,walking,1753.99,2826,212,0,1.61,0,0,0,0,0,0,0,0
2024-04-21 07:38:58,Running,running,2974.38,8501.02,670,0,2.86,0,0,0,0,0,0,0,0
2024-04-20 17:02:26,Walking,walking,3982.15,6201.15,438,0,1.56,0,0,0,0,0,0,0,0
2024-04-20 12:46:55,Weight Training,strength_training,4397.89,0,573,0,0,0,0,0,0,0,0,0,0
2024-04-19 06:11:57,Running,running,5364.2,15609.26,1264,0,2.91,0,0,0,0,0,0,0,0
2024-04-18 16:54:49,Walking,walking,5157.87,8118.58,540,0,1.57,0,0,0,0,0,0,0,0
2024-04-17 19:18:08,Walking,walking,648.56,1040.62,79,0,1.61,0,0,0,0,0,0,0,0
2024-04-17 18:57:23,Running,running,1046.56,3230.71,289,0,3.09,0,0,0,0,0,0,0,0
2024-04-17 16:27:49,Treadmill Running,treadmill_running,938.56,2373.19,181,0,2.53,0,0,0,0,0,0,0,0
2024-04-17 08:45:42,Stair Climbing,stair_climbing,648.88,0,69,0,0,0,0,0,0,0,0,0,0
2024-04-16 17:01:32,Walking,walking,4740.46,7327.91,476,0,1.55,0,0,0,0,0,0,0,0
2024-04-15 18:46:34,Running,running,3417.04,10242.17,841,0,3,0,0,0,0,0,0,0,0
2024-04-14 17:03:24,Walking,walking,3687.6,5914.66,369,0,1.6,0,0,0,0,0,0,0,0
2024-04-14 12:59:00,Walking,walking,5002.99,8485.86,501,0,1.7,0,0,0,0,0,0,0,0
2024-04-13 17:33:43,Running,running,1788.14,5406.93,432,0,3.02,0,0,0,0,0,0,0,0
2024-04-12 17:04:14,Walking,walking,3682.63,5963.11,442,0,1.62,0,0,0,0,0,0,0,0
2024-04-12 06:40:35,Walking,walking,4955.17,8485.5,514,0,1.71,0,0,0,0,0,0,0,0
2024-04-11 07:14:49,Walking,walking,1082.13,1793.16,139,0,1.66,0,0,0,0,0,0,0,0
2024-04-11 06:26:42,Running,running,2646.22,8238.55,673,0,3.11,0,0,0,0,0,0,0,0
2024-04-10 17:01:18,Walking,walking,4168.46,6702.29,413,0,1.61,0,0,0,0,0,0,0,0
2024-04-10 06:28:42,Weight Training,strength_training,3601.91,0,327,0,0,0,0,0,0,0,0,0,0
2024-04-09 06:20:57,Running,running,3245.15,10109.63,846,0,3.12,0,0,0,0,0,0,0,0
2024-04-08 17:04:48,Walking,walking,3457.67,5448.51,309,0,1.58,0,0,0,0,0,0,0,0
2024-04-08 06:29:59,Weight Training,strength_training,3569.99,0,333,0,0,0,0,0,0,0,0,0,0
2024-04-07 07:53:06,Walking,walking,2028.87,3483.04,269,0,1.72,0,0,0,0,0,0,0,0
2024-04-07 07:04:09,Running,running,2703.08,8006.79,691,0,2.96,0,0,0,0,0,0,0,0
2024-04-06 17:04:44,Walking,walking,3584.2,5687.92,369,0,1.59,0,0,0,0,0,0,0,0
2024-04-06 13:13:24,Weight Training,strength_training,3811.99,0,405,0,0,0,0,0,0,0,0,0,0
2024-04-05 06:42:02,Running,running,2640.13,6756.66,572,0,2.56,0,0,0,0,0,0,0,0
2024-04-04 06:15:28,Running,running,4385.92,12509.28,1121,0,2.85,0,0,0,0,0,0,0,0
2024-04-03 17:08:29,Walking,walking,3581.31,5499.45,304,0,1.54,0,0,0,0,0,0,0,0
2024-04-03 06:30:12,Weight Training,strength_training,3914.47,0,476,0,0,0,0,0,0,0,0,0,0
2024-04-02 07:16:06,Walking,walking,1123.14,1941.14,152,0,1.73,0,0,0,0,0,0,0,0
2024-04-02 06:39:32,Running,running,1968.95,5944.67,497,0,3.02,0,0,0,0,0,0,0,0
2024-04-01 06:06:32,Running,running,2932.86,8495.89,741,0,2.9,0,0,0,0,0,0,0,0
2024-03-31 12:31:11,Walking,walking,1150.21,2031.2,169,0,1.77,0,0,0,0,0,0,0,0
2024-03-31 11:59:39,Running,running,1684.8,4848.22,438,0,2.88,0,0,0,0,0,0,0,0
2024-03-31 11:34:17,Running,running,935.5,2736.13,239,0,2.92,0,0,0,0,0,0,0,0
2024-03-30 16:49:07,Walking,walking,7120.71,12821.71,777,0,1.8,0,0,0,0,0,0,0,0
2024-03-29 17:02:32,Walking,walking,4197.45,6016.16,438,0,1.43,0,0,0,0,0,0,0,0
2024-03-29 07:01:33,Walking,walking,2458.41,4228.39,314,0,1.72,0,0,0,0,0,0,0,0
2024-03-29 06:38:28,Running,running,1207.63,3333.85,276,0,2.76,0,0,0,0,0,0,0,0
2024-03-28 06:03:41,Walking,walking,6158.45,10890.55,777,0,1.77,0,0,0,0,0,0,0,0
2024-03-27 16:52:29,Walking,walking,7890.44,12895.92,747,0,1.63,0,0,0,0,0,0,0,0
2024-03-26 19:56:13,Stair Climbing,stair_climbing,566.64,0,58,0,0,0,0,0,0,0,0,0,0
2024-03-26 07:03:07,Running,running,2704.69,8001.26,649,0,2.96,0,0,0,0,0,0,0,0
2024-03-25 16:56:30,Walking,walking,5094.31,8041.69,469,0,1.58,0,0,0,0,0,0,0,0
2024-03-24 13:17:35,Running,running,5268.63,16121.42,1500,0,3.06,0,0,0,0,0,0,0,0
2024-03-24 09:03:33,Walking,walking,2715.84,4933.26,322,0,1.82,0,0,0,0,0,0,0,0
2024-03-23 17:07:27,Walking,walking,4945.52,7633.94,569,0,1.54,0,0,0,0,0,0,0,0
2024-03-22 06:51:28,Running,running,3482.56,10240.57,873,0,2.94,0,0,0,0,0,0,0,0
2024-03-21 17:01:50,Walking,walking,5626.62,8401.77,609,0,1.49,0,0,0,0,0,0,0,0
2024-03-20 06:40:51,Running,running,3643.94,10248.8,860,0,2.81,0,0,0,0,0,0,0,0
2024-03-19 16:41:16,Walking,walking,7333.5,11514.45,707,0,1.57,0,0,0,0,0,0,0,0
2024-03-18 06:28:14,Running,running,3749.41,10259.64,912,0,2.74,0,0,0,0,0,0,0,0
2024-03-17 16:59:35,Walking,walking,6626.4,9967.98,581,0,1.5,0,0,0,0,0,0,0,0
2024-03-16 08:46:37,Hiking,hiking,15189.07,7558.9,913,0,0.5,0,0,0,0,0,0,0,0
2024-03-15 06:31:40,Running,running,5975.89,16106.18,1478,0,2.69,0,0,0,0,0,0,0,0
2024-03-14 17:03:49,Walking,walking,4198.53,6354.44,402,0,1.51,0,0,0,0,0,0,0,0
2024-03-14 06:47:57,Weight Training,strength_training,3399,0,459,0,0,0,0,0,0,0,0,0,0
2024-03-14 06:45:56,Weight Training,strength_training,3536.11,0,279,0,0,0,0,0,0,0,0,0,0
2024-03-13 06:48:27,Running,running,4287.28,11679.2,992,0,2.72,0,0,0,0,0,0,0,0
2024-03-12 17:02:22,Walking,walking,4067.98,5903.78,354,0,1.45,0,0,0,0,0,0,0,0
2024-03-12 06:36:04,Weight Training,strength_training,4563.44,0,356,0,0,0,0,0,0,0,0,0,0
2024-03-11 07:01:54,Walking,walking,675.56,926.61,51,0,1.37,0,0,0,0,0,0,0,0
2024-03-11 05:57:47,Running,running,3847.42,10244.89,797,0,2.66,0,0,0,0,0,0,0,0
2024-03-10 19:18:35,Walking,walking,858.93,1299.31,70,0,1.51,0,0,0,0,0,0,0,0
2024-03-10 17:05:42,Walking,walking,3840.15,5860.7,346,0,1.53,0,0,0,0,0,0,0,0
2024-03-09 11:20:24,Walking,walking,2684.18,3602.42,445,0,1.34,0,0,0,0,0,0,0,0
2024-03-09 09:48:00,Treadmill Running,treadmill_running,5432.45,13913,1443,0,2.56,0,0,0,0,0,0,0,0
2024-03-08 17:03:03,Walking,walking,4940.42,7417.8,527,0,1.5,0,0,0,0,0,0,0,0
2024-03-08 07:11:20,Weight Training,strength_training,4102.98,0,404,0,0,0,0,0,0,0,0,0,0
2024-03-07 06:34:18,Treadmill Running,treadmill_running,4372.56,11387.14,1051,0,2.6,0,0,0,0,0,0,0,0
2024-03-06 17:03:07,Walking,walking,4342.93,6386.5,420,0,1.47,0,0,0,0,0,0,0,0
2024-03-06 06:40:23,Weight Training,strength_training,3682,0,561,0,0,0,0,0,0,0,0,0,0
2024-03-05 06:53:34,Treadmill Running,treadmill_running,2110.79,3746,353,0,1.77,0,0,0,0,0,0,0,0
2024-03-05 06:18:27,Treadmill Running,treadmill_running,2067.98,5362,432,0,2.59,0,0,0,0,0,0,0,0
2024-03-04 17:06:21,Walking,walking,4274.97,6413.28,444,0,1.5,0,0,0,0,0,0,0,0
2024-03-04 07:13:39,Weight Training,strength_training,4103,0,360,0,0,0,0,0,0,0,0,0,0
2024-03-03 11:26:33,Walking,walking,780.88,1347.41,158,0,1.73,0,0,0,0,0,0,0,0
2024-03-03 11:14:44,Treadmill Running,treadmill_running,676.1,1817.23,184,0,2.69,0,0,0,0,0,0,0,0
2024-03-03 10:37:48,Treadmill Running,treadmill_running,1880.15,5391.96,528,0,2.87,0,0,0,0,0,0,0,0
2024-03-02 17:03:20,Walking,walking,3925.56,5501.83,376,0,1.4,0,0,0,0,0,0,0,0
2024-03-02 07:19:34,Walking,walking,6419.36,9559.77,909,0,1.49,0,0,0,0,0,0,0,0
2024-03-01 19:42:58,Walking,walking,2813.11,5128.64,563,0,1.82,0,0,0,0,0,0,0,0
2024-03-01 18:22:48,Treadmill Running,treadmill_running,4262.44,11965.25,1118,0,2.81,0,0,0,0,0,0,0,0
2024-03-01 17:51:47,Treadmill Running,treadmill_running,1557.08,4742.5,414,0,3.05,0,0,0,0,0,0,0,0
2024-02-29 17:04:39,Walking,walking,4199.99,6342.62,387,0,1.51,0,0,0,0,0,0,0,0
2024-02-27 17:02:49,Walking,walking,4267.23,6412.29,422,0,1.5,0,0,0,0,0,0,0,0
2024-02-25 17:06:56,Walking,walking,4239.25,6284.35,398,0,1.48,0,0,0,0,0,0,0,0
2024-02-25 11:02:08,Running,running,5730.18,16115.11,1296,0,2.81,0,0,0,0,0,0,0,0
2024-02-24 14:25:15,Hiking,hiking,12186.24,8484.33,822,0,0.7,0,0,0,0,0,0,0,0
2024-02-23 23:03:01,Walking,walking,941.04,1343.29,86,0,1.43,0,0,0,0,0,0,0,0
2024-02-23 16:59:53,Walking,walking,5005.08,7331.73,435,0,1.47,0,0,0,0,0,0,0,0
2024-02-22 17:38:30,Running,running,4345.48,12033.96,1047,0,2.77,0,0,0,0,0,0,0,0
2024-02-21 18:56:30,Running,running,2845.16,8484.95,742,0,2.98,0,0,0,0,0,0,0,0
2024-02-21 17:03:23,Walking,walking,4056.74,6415.95,392,0,1.58,0,0,0,0,0,0,0,0
2024-02-20 06:13:57,Running,running,7215.5,17888.46,1415,0,2.48,0,0,0,0,0,0,0,0
2024-02-19 17:07:55,Walking,walking,4797.59,7276.98,496,0,1.52,0,0,0,0,0,0,0,0
2024-02-13 17:38:24,Walking,walking,1173.2,1144.21,60,0,0.98,0,0,0,0,0,0,0,0
2024-02-13 16:33:25,Walking,walking,1571.27,1415.42,85,0,0.9,0,0,0,0,0,0,0,0
2024-02-13 13:00:51,Walking,walking,2667.2,2937.82,180,0,1.1,0,0,0,0,0,0,0,0
